room_type,person_capacity,space_type,region,country,total_booked_nights,total_available_or_booked_nights,month
Entire home/apt,3,Apartment,Southland,Lannisport,85.0,92.0,9/1/18
Private room,2,House,Westland,Westeros,2.0,25.0,9/1/18
Entire home/apt,4,Apartment,Westland,Springfield,5.0,19.0,9/1/18
Entire home/apt,3,Apartment,Westland,Springfield,9.0,18.0,9/1/18
Entire home/apt,6,Cabin,Westland,Springfield,15.0,23.0,9/1/18
Private room,2,Apartment,Westland,Springfield,6.0,14.0,9/1/18
Entire home/apt,2,Apartment,Westland,Springfield,10.0,21.0,9/1/18
Private room,2,House,Westland,Springfield,14.0,21.0,9/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,0.0,11.0,9/1/18
Entire home/apt,12,House,Westland,Springfield,0.0,14.0,9/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,11.0,11.0,9/1/18
Entire home/apt,4,House,Westland,Springfield,12.0,19.0,9/1/18
Entire home/apt,8,House,Hogwarts,Crownland,20.0,39.0,9/1/18
Entire home/apt,6,House,Southland,King's Landing,13.0,23.0,9/1/18
Entire home/apt,12,House,Essos,Bear Island,6.0,19.0,9/1/18
Entire home/apt,6,House,Westland,Springfield,14.0,22.0,9/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,4.0,8.0,9/1/18
Entire home/apt,2,Cabin,Southland,Dorne,74.0,74.0,9/1/18
Entire home/apt,5,Cabin,Westland,Springfield,2.0,4.0,9/1/18
Entire home/apt,4,Cabin,Westland,Westeros,10.0,24.0,9/1/18
Entire home/apt,6,Apartment,Essos,Pike's Peak,6.0,30.0,9/1/18
Entire home/apt,2,House,La La Land,Iron Islands,2.0,7.0,9/1/18
Entire home/apt,4,Cabin,Southland,Dorne,67.0,74.0,9/1/18
Private room,2,House,Hogwarts,Dragonstone,1.0,9.0,9/1/18
Entire home/apt,12,House,Westland,Springfield,5.0,13.0,9/1/18
Private room,2,House,Westland,Springfield,3.0,5.0,9/1/18
Entire home/apt,10,House,Westland,Springfield,9.0,16.0,9/1/18
Entire home/apt,8,House,Westland,Springfield,5.0,20.0,9/1/18
Entire home/apt,4,Apartment,Westland,Springfield,6.0,9.0,9/1/18
Entire home/apt,4,Cabin,Westland,Westeros,13.0,32.0,9/1/18
Entire home/apt,6,House,Westland,Springfield,5.0,23.0,9/1/18
Private room,4,Apartment,Hogwarts,Dragonstone,1.0,5.0,9/1/18
Entire home/apt,8,Apartment,Essos,Pike's Peak,12.0,25.0,9/1/18
Private room,2,Apartment,Westland,Springfield,8.0,19.0,9/1/18
Private room,2,Apartment,Westland,Springfield,15.0,20.0,9/1/18
Entire home/apt,6,House,Westland,Springfield,6.0,23.0,9/1/18
Entire home/apt,2,House,Westland,Springfield,13.0,22.0,9/1/18
Entire home/apt,8,Apartment,Southland,Dorne,27.0,63.0,9/1/18
Entire home/apt,4,House,Southland,Dorne,18.0,29.0,9/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,4.0,8.0,9/1/18
Entire home/apt,2,Cabin,Southland,Dorne,76.0,76.0,9/1/18
Entire home/apt,6,House,Essos,Pike's Peak,6.0,13.0,9/1/18
Entire home/apt,16,Cabin,Essos,Pike's Peak,2.0,25.0,9/1/18
Entire home/apt,2,Apartment,Westland,Springfield,4.0,9.0,9/1/18
Entire home/apt,6,Cabin,Essos,Pike's Peak,8.0,20.0,9/1/18
Entire home/apt,6,Cabin,Westland,Springfield,9.0,14.0,9/1/18
Entire home/apt,6,Cabin,Westland,Springfield,3.0,18.0,9/1/18
Entire home/apt,2,Cabin,Southland,Dorne,36.0,47.0,9/1/18
Entire home/apt,2,House,Southland,Dorne,4.0,33.0,9/1/18
Entire home/apt,5,House,Hogwarts,Dragonstone,22.0,34.0,9/1/18
Entire home/apt,6,Apartment,Hogwarts,Dragonstone,19.0,29.0,9/1/18
Private room,2,House,Southland,River run,72.0,139.0,9/1/18
Private room,2,House,Westland,Westeros,14.0,33.0,9/1/18
Entire home/apt,4,Apartment,Westland,Springfield,13.0,20.0,9/1/18
Entire home/apt,4,House,Southland,Dorne,40.0,60.0,9/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,4.0,11.0,9/1/18
Entire home/apt,10,Cabin,Westland,Springfield,10.0,16.0,9/1/18
Entire home/apt,8,Cabin,Essos,Bear Island,3.0,24.0,9/1/18
Entire home/apt,7,House,Southland,Dorne,40.0,69.0,9/1/18
Entire home/apt,7,Apartment,Essos,Pike's Peak,9.0,19.0,9/1/18
Entire home/apt,4,Apartment,Southland,Dorne,67.0,69.0,9/1/18
Entire home/apt,6,Cabin,Westland,Springfield,1.0,4.0,9/1/18
Private room,2,Cabin,Westland,Springfield,7.0,21.0,9/1/18
Entire home/apt,7,Apartment,Westland,Springfield,11.0,21.0,9/1/18
Private room,2,Apartment,Southland,River run,0.0,4.0,9/1/18
Entire home/apt,6,House,Westland,Springfield,5.0,19.0,9/1/18
Entire home/apt,2,Apartment,Westland,Springfield,14.0,21.0,9/1/18
Entire home/apt,2,Cabin,Westland,Springfield,1.0,2.0,9/1/18
Private room,1,House,Hogwarts,Crownland,9.0,36.0,9/1/18
Entire home/apt,6,Apartment,Southland,King's Landing,27.0,27.0,9/1/18
Private room,2,House,Westland,Springfield,16.0,23.0,9/1/18
Entire home/apt,8,Cabin,Westland,Springfield,12.0,20.0,9/1/18
Entire home/apt,6,Apartment,La La Land,Iron Islands,0.0,6.0,9/1/18
Private room,2,House,Westland,Springfield,16.0,23.0,9/1/18
Entire home/apt,3,Apartment,Hogwarts,Dragonstone,12.0,34.0,9/1/18
Entire home/apt,8,House,Westland,Springfield,8.0,18.0,9/1/18
Private room,1,Apartment,Southland,King's Landing,22.0,49.0,9/1/18
Entire home/apt,6,House,Westland,Springfield,6.0,18.0,9/1/18
Entire home/apt,4,House,Westland,Springfield,0.0,3.0,9/1/18
Entire home/apt,2,Apartment,Southland,King's Landing,27.0,27.0,9/1/18
Entire home/apt,5,House,Westland,Springfield,5.0,19.0,9/1/18
Entire home/apt,2,House,Westland,Westeros,8.0,22.0,9/1/18
Entire home/apt,2,House,Hogwarts,Dragonstone,23.0,34.0,9/1/18
Entire home/apt,8,House,Westland,Springfield,5.0,15.0,9/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,25.0,25.0,9/1/18
Entire home/apt,6,Apartment,Westland,Springfield,14.0,23.0,9/1/18
Entire home/apt,4,Apartment,Essos,Winterfell,20.0,30.0,9/1/18
Entire home/apt,9,House,Westland,Springfield,5.0,9.0,9/1/18
Entire home/apt,8,House,Westland,Springfield,7.0,12.0,9/1/18
Entire home/apt,6,House,Westland,Springfield,6.0,9.0,9/1/18
Entire home/apt,8,House,Westland,Springfield,14.0,20.0,9/1/18
Entire home/apt,6,Apartment,Westland,Springfield,14.0,23.0,9/1/18
Entire home/apt,6,House,Essos,Pike's Peak,1.0,9.0,10/1/18
Entire home/apt,10,House,La La Land,Iron Islands,1.0,8.0,10/1/18
Entire home/apt,2,Apartment,Hogwarts,Crownland,12.0,34.0,10/1/18
Private room,2,Apartment,Southland,King's Landing,31.0,85.0,10/1/18
Entire home/apt,10,Cabin,Westland,Springfield,5.0,8.0,10/1/18
Private room,2,Hotel,Southland,King's Landing,31.0,76.0,10/1/18
Private room,2,House,Southland,Dorne,18.0,54.0,10/1/18
Entire home/apt,2,Apartment,Hogwarts,Dragonstone,9.0,34.0,10/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,16.0,16.0,10/1/18
Entire home/apt,3,Apartment,Southland,King's Landing,23.0,23.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Tarth,2.0,16.0,10/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,24.0,24.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,7.0,16.0,10/1/18
Entire home/apt,2,Apartment,Southland,River run,60.0,60.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,11.0,19.0,10/1/18
Entire home/apt,6,Apartment,Essos,Pike's Peak,24.0,24.0,10/1/18
Entire home/apt,8,Apartment,Westland,Springfield,4.0,20.0,10/1/18
Entire home/apt,2,Apartment,Westland,Westeros,14.0,28.0,10/1/18
Private room,2,Apartment,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,10.0,10.0,10/1/18
Entire home/apt,5,House,Essos,Pike's Peak,7.0,18.0,10/1/18
Private room,4,Cabin,Westland,Springfield,12.0,19.0,10/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,6.0,11.0,10/1/18
Entire home/apt,8,House,Essos,Pike's Peak,10.0,19.0,10/1/18
Hotel room,3,Hotel,Hogwarts,Crownland,11.0,20.0,10/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,0.0,1.0,10/1/18
Entire home/apt,2,Apartment,Essos,Bear Island,8.0,11.0,10/1/18
Private room,2,House,Westland,Springfield,11.0,22.0,10/1/18
Entire home/apt,2,Cabin,Hogwarts,Dragonstone,3.0,17.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,10.0,19.0,10/1/18
Private room,2,Cabin,Westland,Springfield,6.0,23.0,10/1/18
Entire home/apt,7,House,Westland,Springfield,4.0,17.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,6.0,23.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,3.0,14.0,10/1/18
Entire home/apt,4,Cabin,Hogwarts,Dragonstone,12.0,39.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,8.0,16.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,4.0,14.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,1.0,5.0,10/1/18
Entire home/apt,4,Apartment,Southland,Dorne,45.0,63.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,2.0,8.0,10/1/18
Private room,1,House,Westland,Westeros,13.0,27.0,10/1/18
Entire home/apt,2,Cabin,Essos,Pike's Peak,7.0,24.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,2.0,4.0,10/1/18
Entire home/apt,5,House,Westland,Springfield,11.0,20.0,10/1/18
Entire home/apt,2,Cabin,Southland,Dorne,27.0,56.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,4.0,17.0,10/1/18
Entire home/apt,5,Cabin,Westland,Springfield,11.0,22.0,10/1/18
Entire home/apt,6,Cabin,Westland,Springfield,2.0,5.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,0.0,2.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,9.0,9.0,10/1/18
Entire home/apt,12,House,Westland,Springfield,3.0,8.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,13.0,22.0,10/1/18
Hotel room,2,Hotel,Westland,Springfield,3.0,9.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,3.0,4.0,10/1/18
Entire home/apt,9,Apartment,Westland,Springfield,8.0,13.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,3.0,7.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,9.0,20.0,10/1/18
Entire home/apt,6,Apartment,Essos,Pike's Peak,11.0,15.0,10/1/18
Entire home/apt,4,Apartment,Essos,Bear Island,9.0,12.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,4.0,7.0,10/1/18
Entire home/apt,2,Cabin,Westland,Springfield,9.0,21.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,2.0,21.0,10/1/18
Entire home/apt,7,House,Westland,Springfield,11.0,19.0,10/1/18
Entire home/apt,2,Cabin,Westland,Springfield,13.0,22.0,10/1/18
Entire home/apt,8,Apartment,Essos,Winterfell,25.0,45.0,10/1/18
Entire home/apt,6,Apartment,Southland,Dorne,40.0,47.0,10/1/18
Private room,2,House,Westland,Springfield,0.0,18.0,10/1/18
Entire home/apt,6,Cabin,Westland,Springfield,13.0,22.0,10/1/18
Entire home/apt,5,House,Westland,Springfield,11.0,18.0,10/1/18
Entire home/apt,7,House,Westland,Springfield,8.0,16.0,10/1/18
Entire home/apt,2,Cabin,Westland,Springfield,10.0,20.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,4.0,18.0,10/1/18
Entire home/apt,4,Apartment,Westland,Westeros,9.0,27.0,10/1/18
Entire home/apt,4,Apartment,Southland,River run,18.0,29.0,10/1/18
Private room,2,House,Westland,Springfield,13.0,21.0,10/1/18
Entire home/apt,3,Apartment,Southland,Dorne,58.0,63.0,10/1/18
Private room,10,Hotel,Westland,Springfield,5.0,21.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,4.0,23.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,6.0,22.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,2,Apartment,Southland,Dorne,58.0,63.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,0.0,3.0,10/1/18
Entire home/apt,3,Apartment,Essos,Pike's Peak,0.0,1.0,10/1/18
Entire home/apt,10,House,Essos,Pike's Peak,15.0,19.0,10/1/18
Entire home/apt,4,Apartment,Essos,Bear Island,1.0,18.0,10/1/18
Entire home/apt,2,Apartment,Southland,Lannisport,101.0,101.0,10/1/18
Entire home/apt,6,House,Hogwarts,Dragonstone,14.0,29.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,6.0,21.0,10/1/18
Entire home/apt,4,Cabin,Westland,Westeros,8.0,19.0,10/1/18
Entire home/apt,6,Apartment,Essos,Pike's Peak,20.0,22.0,10/1/18
Entire home/apt,2,Apartment,Essos,Pike's Peak,24.0,24.0,10/1/18
Private room,2,Cabin,Hogwarts,Dragonstone,8.0,21.0,10/1/18
Entire home/apt,2,House,Westland,Springfield,11.0,19.0,10/1/18
Entire home/apt,5,Apartment,Westland,Springfield,14.0,23.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,0.0,0.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,12.0,21.0,10/1/18
Entire home/apt,12,House,Westland,Springfield,2.0,8.0,10/1/18
Entire home/apt,5,House,Westland,Springfield,6.0,12.0,10/1/18
Entire home/apt,4,Apartment,Hogwarts,Dragonstone,27.0,36.0,10/1/18
Private room,2,Cabin,Essos,Bear Island,3.0,24.0,10/1/18
Entire home/apt,4,Apartment,La La Land,Oldtown,4.0,10.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,4.0,8.0,10/1/18
Entire home/apt,7,Apartment,La La Land,Iron Islands,5.0,5.0,10/1/18
Private room,2,Apartment,Westland,Springfield,10.0,15.0,10/1/18
Entire home/apt,2,Apartment,Southland,King's Landing,14.0,14.0,10/1/18
Entire home/apt,5,Apartment,Essos,Pike's Peak,2.0,10.0,10/1/18
Private room,2,Cabin,Westland,Springfield,9.0,20.0,10/1/18
Entire home/apt,4,House,Essos,Pike's Peak,9.0,18.0,10/1/18
Entire home/apt,4,House,Essos,Bear Island,5.0,17.0,10/1/18
Private room,2,House,Westland,Springfield,3.0,9.0,10/1/18
Entire home/apt,10,Cabin,Essos,Pike's Peak,3.0,6.0,10/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,2.0,6.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,4.0,9.0,10/1/18
Entire home/apt,6,Apartment,La La Land,Hornhill,8.0,18.0,10/1/18
Entire home/apt,8,House,Essos,Bear Island,6.0,8.0,10/1/18
Private room,3,Cabin,Essos,Pike's Peak,0.0,19.0,10/1/18
Hotel room,2,Hotel,Essos,Bear Island,13.0,23.0,10/1/18
Private room,1,House,Westland,Springfield,8.0,17.0,10/1/18
Entire home/apt,12,House,Essos,Pike's Peak,3.0,14.0,10/1/18
Entire home/apt,6,Apartment,Essos,High Garden,4.0,61.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,8.0,22.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,9.0,19.0,10/1/18
Entire home/apt,8,Cabin,Westland,Westeros,1.0,21.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,0.0,5.0,10/1/18
Entire home/apt,5,Cabin,Hogwarts,Crownland,20.0,22.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,0.0,2.0,10/1/18
Entire home/apt,2,Apartment,Essos,Pike's Peak,3.0,21.0,10/1/18
Private room,2,Cabin,Westland,Springfield,13.0,20.0,10/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,4.0,7.0,10/1/18
Entire home/apt,8,House,Essos,Pike's Peak,0.0,16.0,10/1/18
Private room,2,Hotel,Westland,Springfield,11.0,22.0,10/1/18
Private room,1,House,Southland,Dorne,49.0,121.0,10/1/18
Entire home/apt,3,Apartment,Southland,Dorne,40.0,60.0,10/1/18
Entire home/apt,3,Apartment,Westland,Springfield,11.0,20.0,10/1/18
Entire home/apt,3,Apartment,Southland,Dorne,54.0,63.0,10/1/18
Entire home/apt,10,House,Essos,Bear Island,15.0,23.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,2.0,10.0,10/1/18
Entire home/apt,2,House,Westland,Springfield,10.0,20.0,10/1/18
Entire home/apt,2,Apartment,Hogwarts,Dragonstone,5.0,11.0,10/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,4.0,9.0,10/1/18
Entire home/apt,2,Apartment,Southland,King's Landing,7.0,7.0,10/1/18
Entire home/apt,7,House,Southland,Dorne,27.0,58.0,10/1/18
Entire home/apt,13,House,Westland,Springfield,0.0,17.0,10/1/18
Private room,1,Apartment,La La Land,Oldtown,8.0,17.0,10/1/18
Entire home/apt,12,Cabin,Essos,Pike's Peak,1.0,13.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,12.0,20.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,13.0,22.0,10/1/18
Entire home/apt,8,Cabin,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,2.0,18.0,10/1/18
Private room,1,Apartment,Hogwarts,Dragonstone,29.0,39.0,10/1/18
Entire home/apt,10,Apartment,La La Land,Hornhill,16.0,21.0,10/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,6.0,6.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,5.0,16.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,3.0,7.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,6.0,21.0,10/1/18
Entire home/apt,6,Cabin,Westland,Springfield,4.0,7.0,10/1/18
Entire home/apt,5,Cabin,Westland,Springfield,8.0,13.0,10/1/18
Entire home/apt,3,Apartment,Essos,Pike's Peak,5.0,17.0,10/1/18
Private room,2,House,Westland,Springfield,-1.0,13.0,10/1/18
Entire home/apt,2,Apartment,Southland,King's Landing,23.0,23.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,13.0,23.0,10/1/18
Entire home/apt,2,Apartment,Southland,River run,47.0,47.0,10/1/18
Entire home/apt,3,House,Westland,Springfield,6.0,12.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,12.0,20.0,10/1/18
Entire home/apt,11,House,Westland,Springfield,4.0,17.0,10/1/18
Entire home/apt,5,Apartment,Essos,High Garden,38.0,55.0,10/1/18
Entire home/apt,3,Apartment,Westland,Springfield,13.0,23.0,10/1/18
Entire home/apt,6,Apartment,Essos,Bear Island,3.0,11.0,10/1/18
Entire home/apt,4,House,Southland,King's Landing,18.0,23.0,10/1/18
Entire home/apt,1,Apartment,Westland,Westeros,13.0,27.0,10/1/18
Entire home/apt,10,Cabin,Westland,Springfield,3.0,7.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,13.0,22.0,10/1/18
Private room,1,House,Southland,River run,9.0,72.0,10/1/18
Private room,4,Cabin,Westland,Springfield,11.0,18.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,13.0,22.0,10/1/18
Entire home/apt,2,Apartment,Southland,Dorne,36.0,54.0,10/1/18
Entire home/apt,5,Apartment,Westland,Springfield,4.0,11.0,10/1/18
Entire home/apt,6,Apartment,Essos,Pike's Peak,6.0,12.0,10/1/18
Entire home/apt,8,House,Southland,Lannisport,27.0,69.0,10/1/18
Entire home/apt,10,Cabin,Essos,Pike's Peak,7.0,15.0,10/1/18
Private room,6,House,Westland,Westeros,9.0,27.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,11.0,22.0,10/1/18
Entire home/apt,3,Apartment,Westland,Westeros,11.0,27.0,10/1/18
Entire home/apt,14,House,Westland,Springfield,5.0,20.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,1.0,7.0,10/1/18
Entire home/apt,6,Apartment,Essos,Bear Island,10.0,19.0,10/1/18
Entire home/apt,4,House,Southland,Dorne,27.0,33.0,10/1/18
Private room,2,Apartment,Southland,King's Landing,45.0,85.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,0.0,2.0,10/1/18
Entire home/apt,4,Cabin,Essos,Pike's Peak,1.0,9.0,10/1/18
Entire home/apt,4,Apartment,Southland,Dorne,49.0,56.0,10/1/18
Entire home/apt,9,House,Westland,Springfield,7.0,22.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,9.0,19.0,10/1/18
Entire home/apt,2,Apartment,Essos,Pike's Peak,14.0,16.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,9.0,21.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,5.0,10.0,10/1/18
Entire home/apt,6,Apartment,Essos,Bear Island,11.0,13.0,10/1/18
Entire home/apt,10,House,Westland,Springfield,4.0,9.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,7.0,15.0,10/1/18
Entire home/apt,2,Cabin,Southland,Dorne,40.0,49.0,10/1/18
Private room,1,House,Westland,Springfield,9.0,15.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,7.0,16.0,10/1/18
Entire home/apt,2,Cabin,Westland,Springfield,6.0,14.0,10/1/18
Entire home/apt,2,Apartment,Southland,King's Landing,23.0,23.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,1.0,1.0,10/1/18
Entire home/apt,4,Apartment,Hogwarts,Dragonstone,24.0,38.0,10/1/18
Private room,2,Apartment,Southland,River run,40.0,67.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,2.0,8.0,10/1/18
Entire home/apt,7,House,Westland,Springfield,9.0,18.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,9.0,18.0,10/1/18
Entire home/apt,5,Apartment,La La Land,Iron Islands,1.0,3.0,10/1/18
Entire home/apt,10,House,Westland,Springfield,6.0,22.0,10/1/18
Entire home/apt,5,House,Southland,King's Landing,9.0,21.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,4.0,17.0,10/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,4.0,8.0,10/1/18
Private room,1,Apartment,Westland,Springfield,12.0,23.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,3.0,7.0,10/1/18
Entire home/apt,5,House,Westland,Springfield,10.0,18.0,10/1/18
Entire home/apt,9,Cabin,Westland,Springfield,5.0,18.0,10/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,24.0,24.0,10/1/18
Entire home/apt,3,Apartment,Hogwarts,Dragonstone,23.0,37.0,10/1/18
Private room,6,Apartment,Westland,Springfield,3.0,22.0,10/1/18
Private room,4,House,Southland,King's Landing,27.0,81.0,10/1/18
Private room,1,House,Westland,Westeros,14.0,27.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,7.0,15.0,10/1/18
Entire home/apt,2,Cabin,Southland,Dorne,13.0,22.0,10/1/18
Entire home/apt,2,House,La La Land,Iron Islands,3.0,4.0,10/1/18
Entire home/apt,2,Cabin,Essos,Bear Island,1.0,12.0,10/1/18
Private room,2,Apartment,Southland,King's Landing,13.0,85.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,12.0,22.0,10/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,8.0,8.0,10/1/18
Entire home/apt,6,House,Southland,Lannisport,69.0,69.0,10/1/18
Entire home/apt,5,House,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,6,Apartment,Essos,Bear Island,5.0,24.0,10/1/18
Entire home/apt,10,Cabin,Westland,Springfield,6.0,10.0,10/1/18
Private room,2,House,Westland,Springfield,14.0,22.0,10/1/18
Private room,2,Apartment,La La Land,Iron Islands,1.0,9.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,13,House,La La Land,Oldtown,3.0,3.0,10/1/18
Private room,12,Cabin,La La Land,Tarth,7.0,15.0,10/1/18
Private room,2,Cabin,Westland,Springfield,9.0,22.0,10/1/18
Entire home/apt,5,Apartment,Hogwarts,Dragonstone,16.0,38.0,10/1/18
Entire home/apt,4,Apartment,Southland,Dorne,45.0,63.0,10/1/18
Entire home/apt,6,House,Essos,Pike's Peak,11.0,23.0,10/1/18
Entire home/apt,12,House,Westland,Westeros,10.0,28.0,10/1/18
Entire home/apt,4,Cabin,Southland,Lannisport,18.0,74.0,10/1/18
Entire home/apt,2,Cabin,Westland,Springfield,8.0,21.0,10/1/18
Private room,2,Cabin,La La Land,Iron Islands,1.0,10.0,10/1/18
Entire home/apt,6,Cabin,Westland,Springfield,2.0,8.0,10/1/18
Entire home/apt,4,House,Westland,Westeros,12.0,26.0,10/1/18
Entire home/apt,9,Cabin,Essos,Bear Island,4.0,19.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,4.0,16.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,8.0,8.0,10/1/18
Entire home/apt,6,Apartment,Hogwarts,Dragonstone,1.0,39.0,10/1/18
Entire home/apt,9,Apartment,Westland,Springfield,7.0,19.0,10/1/18
Entire home/apt,2,Apartment,Southland,King's Landing,23.0,23.0,10/1/18
Private room,6,Cabin,Southland,King's Landing,0.0,90.0,10/1/18
Entire home/apt,16,House,Essos,Bear Island,1.0,16.0,10/1/18
Entire home/apt,7,House,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,18.0,18.0,10/1/18
Entire home/apt,6,Apartment,Essos,Pike's Peak,15.0,24.0,10/1/18
Entire home/apt,6,Apartment,Southland,King's Landing,22.0,23.0,10/1/18
Entire home/apt,6,Cabin,Westland,Springfield,13.0,22.0,10/1/18
Entire home/apt,3,Apartment,Southland,King's Landing,9.0,12.0,10/1/18
Entire home/apt,7,House,Westland,Springfield,6.0,15.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,5.0,10.0,10/1/18
Entire home/apt,9,Cabin,Westland,Springfield,3.0,6.0,10/1/18
Entire home/apt,10,Cabin,Westland,Springfield,8.0,22.0,10/1/18
Entire home/apt,16,House,Westland,Springfield,7.0,14.0,10/1/18
Entire home/apt,5,House,Southland,River run,31.0,40.0,10/1/18
Entire home/apt,3,Cabin,Westland,Springfield,13.0,21.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,13.0,22.0,10/1/18
Private room,1,House,Westland,Springfield,13.0,23.0,10/1/18
Entire home/apt,1,Cabin,Southland,Dorne,54.0,63.0,10/1/18
Entire home/apt,2,Cabin,Westland,Springfield,4.0,11.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,7.0,20.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,5.0,8.0,10/1/18
Entire home/apt,3,Apartment,La La Land,Oldtown,3.0,20.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,7.0,17.0,10/1/18
Entire home/apt,8,House,Hogwarts,Dragonstone,10.0,33.0,10/1/18
